filename;skipped_frame;frame_number;gt_skipped;correct_skip;missed_gt_skip;team_A_no_correction;team_B_no_correction;team_X_no_correction;team_A_correction;team_B_correction;team_X_correction;session_id
frame_0.png;0;0;0;0;0;1;1;1;1;1;1;0
frame_1.png;0;1;0;0;0;1;1;1;1;1;1;0
frame_2.png;0;2;0;0;0;1;1;1;1;1;1;0
frame_3.png;0;3;0;0;0;1;1;1;1;1;1;0
frame_4.png;0;4;0;0;0;1;1;1;1;1;1;0
frame_5.png;0;5;0;0;0;1;1;1;1;1;1;0
frame_6.png;0;6;0;0;0;1;1;1;1;1;1;0
frame_7.png;0;7;0;0;0;1;1;1;1;1;1;0
frame_8.png;0;8;0;0;0;1;1;1;1;1;1;0
frame_9.png;0;9;0;0;0;1;1;1;1;1;1;0
frame_10.png;0;10;0;0;0;1;1;1;1;1;1;0
frame_11.png;0;11;0;0;0;1;1;1;1;1;1;0
frame_12.png;0;12;0;0;0;1;1;1;1;1;1;0
frame_13.png;0;13;0;0;0;1;1;1;1;1;1;0
frame_14.png;0;14;0;0;0;1;1;1;1;1;1;0
frame_15.png;0;15;0;0;0;1;1;1;1;1;1;0
frame_16.png;0;16;0;0;0;1;1;1;1;1;1;0
frame_17.png;0;17;0;0;0;1;1;1;1;1;1;0
frame_18.png;0;18;0;0;0;1;1;1;1;1;1;0
frame_19.png;0;19;0;0;0;1;1;1;1;1;1;0
frame_20.png;0;20;0;0;0;1;1;1;1;1;1;0
frame_21.png;0;21;0;0;0;1;1;1;1;1;1;0
frame_22.png;0;22;0;0;0;1;1;1;1;1;1;0
frame_23.png;0;23;0;0;0;1;1;1;1;1;1;0
frame_24.png;0;24;0;0;0;0;1;0;1;1;1;0
frame_25.png;0;25;0;0;0;1;1;1;1;1;1;0
frame_26.png;0;26;0;0;0;1;1;1;1;1;1;0
frame_27.png;0;27;0;0;0;1;1;1;1;1;1;0
frame_28.png;0;28;0;0;0;1;1;1;1;1;1;0
frame_29.png;0;29;0;0;0;1;1;1;1;1;1;0
frame_30.png;0;30;0;0;0;1;1;1;1;1;1;0
frame_31.png;0;31;0;0;0;1;1;1;1;1;1;0
frame_32.png;0;32;0;0;0;1;1;1;1;1;1;0
frame_33.png;0;33;0;0;0;1;1;1;1;1;1;0
frame_34.png;0;34;0;0;0;1;1;1;1;1;1;0
frame_35.png;0;35;0;0;0;1;1;1;1;1;1;0
frame_36.png;0;36;0;0;0;1;1;1;1;1;1;0
frame_37.png;0;37;0;0;0;1;1;1;1;1;1;0
frame_38.png;0;38;0;0;0;1;1;1;1;1;1;0
frame_39.png;0;39;0;0;0;0;1;0;1;1;1;0
frame_40.png;0;40;0;0;0;1;1;1;1;1;1;0
frame_41.png;0;41;0;0;0;1;1;1;1;1;1;0
frame_42.png;0;42;0;0;0;1;1;1;1;1;1;0
frame_43.png;0;43;0;0;0;1;1;1;1;1;1;0
frame_44.png;0;44;0;0;0;0;1;0;1;1;1;0
frame_45.png;0;45;0;0;0;1;1;1;1;1;1;0
frame_46.png;0;46;0;0;0;1;1;1;1;1;1;0
frame_47.png;0;47;0;0;0;1;1;1;1;1;1;0
frame_48.png;0;48;0;0;0;0;1;0;1;1;1;0
frame_49.png;0;49;0;0;0;1;1;1;1;1;1;0
frame_50.png;0;50;0;0;0;1;1;1;1;1;1;0
frame_51.png;0;51;0;0;0;1;1;1;1;1;1;0
frame_52.png;0;52;0;0;0;1;1;1;1;1;1;0
frame_53.png;0;53;0;0;0;1;1;1;1;1;1;0
frame_54.png;0;54;0;0;0;1;1;1;1;1;1;0
frame_55.png;0;55;0;0;0;1;1;1;1;1;1;0
frame_56.png;0;56;0;0;0;1;1;1;1;1;1;0
frame_57.png;0;57;0;0;0;1;1;1;1;1;1;0
frame_58.png;0;58;0;0;0;1;1;1;1;1;1;0
frame_59.png;0;59;0;0;0;1;1;1;1;1;1;0
frame_60.png;0;60;0;0;0;1;1;1;1;1;1;0
frame_61.png;0;61;0;0;0;1;1;1;1;1;1;0
frame_62.png;0;62;0;0;0;1;1;1;1;1;1;0
frame_63.png;0;63;0;0;0;0;1;0;1;1;1;0
frame_64.png;0;64;0;0;0;1;0;0;1;1;1;0
frame_65.png;0;65;0;0;0;1;1;1;1;1;1;0
frame_66.png;0;66;0;0;0;1;1;1;1;1;1;0
frame_67.png;0;67;0;0;0;1;1;1;1;1;1;0
frame_68.png;0;68;0;0;0;1;1;1;1;1;1;0
frame_69.png;0;69;0;0;0;1;1;1;1;1;1;0
frame_70.png;0;70;0;0;0;1;1;1;1;1;1;0
frame_71.png;0;71;0;0;0;1;1;1;1;1;1;0
frame_72.png;0;72;0;0;0;1;1;1;1;1;1;0
frame_73.png;0;73;0;0;0;1;1;1;1;1;1;0
frame_74.png;0;74;0;0;0;1;1;1;1;1;1;0
frame_75.png;0;75;0;0;0;1;1;1;1;1;1;0
frame_76.png;0;76;0;0;0;1;1;1;1;1;1;0
frame_77.png;0;77;0;0;0;1;1;1;1;1;1;0
frame_78.png;0;78;0;0;0;1;1;1;1;1;1;0
frame_79.png;0;79;0;0;0;1;1;1;1;1;1;0
frame_80.png;0;80;0;0;0;1;1;1;1;1;1;0
frame_81.png;0;81;0;0;0;1;1;1;1;1;1;0
frame_82.png;0;82;0;0;0;1;1;1;1;1;1;0
frame_83.png;0;83;0;0;0;0;1;0;1;1;1;0
frame_84.png;0;84;0;0;0;1;1;1;1;1;1;0
frame_85.png;0;85;0;0;0;1;1;1;1;1;1;0
frame_86.png;0;86;0;0;0;1;1;1;1;1;1;0
frame_87.png;0;87;0;0;0;1;1;1;1;1;1;0
frame_88.png;0;88;0;0;0;1;1;0;1;1;1;0
frame_89.png;0;89;0;0;0;1;1;0;1;1;1;0
frame_90.png;0;90;0;0;0;1;1;0;1;1;1;0
frame_91.png;0;91;0;0;0;1;1;0;1;1;1;0
frame_92.png;0;92;0;0;0;1;1;0;1;1;1;0
frame_93.png;0;93;0;0;0;1;1;1;1;1;1;0
frame_94.png;0;94;0;0;0;0;1;0;1;1;1;0
frame_95.png;0;95;0;0;0;0;1;0;1;1;1;0
frame_96.png;0;96;0;0;0;1;1;0;1;1;1;0
frame_97.png;0;97;0;0;0;1;1;0;1;1;1;0
frame_98.png;0;98;0;0;0;1;0;0;1;1;1;0
frame_99.png;0;99;0;0;0;1;0;0;1;1;1;0
frame_100.png;0;100;0;0;0;1;0;0;1;1;1;0
frame_101.png;0;101;0;0;0;1;0;0;1;1;1;0
frame_102.png;0;102;0;0;0;1;1;0;1;1;1;0
frame_103.png;0;103;0;0;0;1;1;0;1;1;1;0
frame_104.png;0;104;0;0;0;1;1;0;1;1;1;0
frame_105.png;0;105;0;0;0;1;1;0;1;1;1;0
frame_106.png;0;106;0;0;0;1;1;0;1;1;1;0
frame_107.png;0;107;0;0;0;1;1;0;1;1;1;0
frame_108.png;0;108;0;0;0;1;1;0;1;1;1;0
frame_109.png;0;109;0;0;0;1;1;0;1;1;1;0
frame_110.png;0;110;0;0;0;1;1;1;1;1;1;0
frame_111.png;0;111;0;0;0;1;1;0;1;1;1;0
frame_112.png;0;112;0;0;0;1;1;0;1;1;1;0
frame_113.png;0;113;0;0;0;1;1;0;1;1;1;0
frame_114.png;0;114;0;0;0;1;1;0;1;1;1;0
frame_115.png;0;115;0;0;0;1;1;0;1;1;1;0
frame_116.png;0;116;0;0;0;1;1;0;1;1;1;0
frame_117.png;0;117;0;0;0;1;1;1;1;1;1;0
frame_118.png;0;118;0;0;0;0;1;1;1;1;1;0
frame_119.png;0;119;0;0;0;1;0;1;1;1;1;0
frame_120.png;0;120;0;0;0;1;0;1;1;1;1;0
frame_121.png;0;121;0;0;0;1;1;1;1;1;1;0
frame_122.png;0;122;0;0;0;0;1;1;1;1;1;0
frame_123.png;0;123;0;0;0;0;1;1;1;1;1;0
frame_124.png;0;124;0;0;0;1;1;1;1;1;1;0
frame_125.png;0;125;0;0;0;1;0;1;1;1;1;0
frame_126.png;0;126;0;0;0;1;1;1;1;1;1;0
frame_127.png;0;127;0;0;0;1;1;1;1;1;1;0
frame_128.png;0;128;0;0;0;1;0;1;1;1;1;0
frame_129.png;0;129;0;0;0;1;0;1;1;1;1;0
frame_130.png;0;130;0;0;0;1;1;1;1;1;1;0
frame_131.png;0;131;0;0;0;1;1;1;1;1;1;0
frame_132.png;0;132;0;0;0;1;1;1;1;1;1;0
frame_133.png;0;133;0;0;0;1;1;1;1;1;1;0
frame_134.png;0;134;0;0;0;1;1;1;1;1;1;0
frame_135.png;0;135;0;0;0;1;1;1;1;1;1;0
frame_136.png;0;136;0;0;0;1;1;1;1;1;1;0
frame_137.png;0;137;0;0;0;1;1;1;1;1;1;0
frame_138.png;0;138;0;0;0;1;1;1;1;1;1;0
frame_139.png;0;139;0;0;0;1;1;1;1;1;1;0
frame_140.png;0;140;0;0;0;1;1;1;1;1;1;0
frame_141.png;0;141;0;0;0;1;1;1;1;1;1;0
frame_142.png;0;142;0;0;0;1;1;1;1;1;1;0
frame_143.png;0;143;0;0;0;1;1;1;1;1;1;0
frame_144.png;0;144;0;0;0;1;1;1;1;1;1;0
frame_145.png;0;145;0;0;0;0;1;1;1;1;1;0
frame_146.png;0;146;0;0;0;1;1;1;1;1;1;0
frame_147.png;0;147;0;0;0;0;1;1;1;1;1;0
frame_148.png;0;148;0;0;0;1;0;0;1;0;1;0
frame_149.png;0;149;0;0;0;0;1;1;1;1;1;0
frame_150.png;0;150;0;0;0;0;1;1;1;1;1;0
frame_151.png;0;151;0;0;0;0;1;1;1;1;1;0
frame_152.png;0;152;0;0;0;0;1;1;1;1;1;0
frame_153.png;0;153;0;0;0;1;1;1;1;1;1;0
frame_154.png;0;154;0;0;0;1;1;1;1;1;1;0
frame_155.png;0;155;0;0;0;1;1;1;1;1;1;0
frame_156.png;0;156;0;0;0;1;1;0;1;1;1;0
frame_157.png;0;157;0;0;0;1;1;0;1;1;1;0
frame_158.png;0;158;0;0;0;1;1;0;1;1;1;0
frame_159.png;0;159;0;0;0;1;1;0;1;1;1;0
frame_462.png;0;462;0;0;0;1;1;1;1;1;1;1
frame_463.png;0;463;0;0;0;1;1;0;1;1;1;1
frame_464.png;0;464;0;0;0;1;1;1;1;1;1;1
frame_465.png;0;465;0;0;0;1;1;1;1;1;1;1
frame_466.png;0;466;0;0;0;1;0;1;1;1;1;1
