x1;y1;x2;y2;dominant_hsv_color;dist_A;dist_B;FrameID;TrackID;session_id;min_dist;threshold;team_assignment;team_box_color;total_team_A;total_team_B;center_x;center_y;avg_x;avg_y
259;574;309;687;[     105.55      59.057      234.89];125.17;10.83;0;1;0;10.83;95.72;B;(0, 255, 0);8;9;284;630;910.22;551.33
92;444;153;548;[     62.227      55.743       129.3];73.92;111.51;0;3;0;73.92;95.72;A;(255, 0, 0);8;9;122;496;1121.62;528.5
1719;493;1761;606;[     104.16      79.085       140.9];41.61;95.54;0;4;0;41.61;95.72;A;(255, 0, 0);8;9;1740;549;1121.62;528.5
495;447;536;555;[     106.24      45.049      231.51];129.45;3.75;0;5;0;3.75;95.72;B;(0, 255, 0);8;9;515;501;910.22;551.33
855;466;906;550;[     98.228      37.394      233.73];135.7;14.16;0;6;0;14.16;95.72;B;(0, 255, 0);8;9;880;508;910.22;551.33
766;648;817;767;[     104.74      207.22       106.5];91.82;201.8;0;7;0;91.82;95.72;A;(255, 0, 0);8;9;791;707;1121.62;528.5
1138;415;1172;510;[     81.712      65.455         137];57.39;99.05;0;8;0;57.39;95.72;A;(255, 0, 0);8;9;1155;462;1121.62;528.5
415;663;456;783;[     109.43      57.017      226.97];119.37;9.88;0;9;0;9.88;95.72;B;(0, 255, 0);8;9;435;723;910.22;551.33
1316;599;1348;721;[     106.54      54.157      238.55];130.74;8.87;0;10;0;8.87;95.72;B;(0, 255, 0);8;9;1332;660;910.22;551.33
734;377;781;470;[     100.36      40.702      226.52];127.87;11.21;0;11;0;11.21;95.72;B;(0, 255, 0);8;9;757;423;910.22;551.33
863;552;905;664;[     174.38      202.45      161.47];117.34;182.06;0;12;0;117.34;95.72;X;(0, 0, 255);8;9;884;608;884.0;608.0
1008;527;1051;630;[     101.45      43.074      234.19];132.75;7.98;0;13;0;7.98;95.72;B;(0, 255, 0);8;9;1029;578;910.22;551.33
1511;471;1541;574;[      111.7       45.69      227.59];126.1;7.35;0;14;0;7.35;95.72;B;(0, 255, 0);8;9;1526;522;910.22;551.33
1858;366;1888;457;[     82.622      57.861      121.04];62.75;113.33;0;15;0;62.75;95.72;A;(255, 0, 0);8;9;1873;411;1121.62;528.5
1420;370;1448;465;[     104.21      40.281      227.67];129.03;9.57;0;16;0;9.57;95.72;B;(0, 255, 0);8;9;1434;417;910.22;551.33
797;479;825;579;[     107.57      184.77      92.675];74.71;194.32;0;17;0;74.71;95.72;A;(255, 0, 0);8;9;811;529;1121.62;528.5
1044;511;1080;600;[     106.39      207.15      105.94];91.91;202.08;0;18;0;91.91;95.72;A;(255, 0, 0);8;9;1062;555;1121.62;528.5
1398;471;1441;568;[     106.24      188.18      80.773];83.26;205.29;0;19;0;83.26;95.72;A;(255, 0, 0);8;9;1419;519;1121.62;528.5
259;572;310;687;[     106.55      59.305      235.33];125.47;11.19;1;1;0;11.19;94.28;B;(0, 255, 0);8;9;284;629;909.67;551.67
98;444;158;546;[     66.693       57.72      126.45];69.7;112.62;1;3;0;69.7;94.28;A;(255, 0, 0);8;9;128;495;1123.12;528.88
1714;491;1756;607;[     103.68      80.466      140.59];40.21;96.29;1;4;0;40.21;94.28;A;(255, 0, 0);8;9;1735;549;1123.12;528.88
494;447;535;554;[     106.34      43.763      231.65];130.29;5.04;1;5;0;5.04;94.28;B;(0, 255, 0);8;9;514;500;909.67;551.67
849;468;901;554;[     99.156      35.021      241.93];143.73;18.71;1;6;0;18.71;94.28;B;(0, 255, 0);8;9;875;511;909.67;551.67
776;648;827;767;[     102.23      205.41      105.49];90.23;201.05;1;7;0;90.23;94.28;A;(255, 0, 0);8;9;801;707;1123.12;528.88
1138;415;1172;510;[     80.247      61.485      136.46];61.41;99.35;1;8;0;61.41;94.28;A;(255, 0, 0);8;9;1155;462;1123.12;528.88
418;664;458;784;[     110.21      56.674      227.84];120.34;9.52;1;9;0;9.52;94.28;B;(0, 255, 0);8;9;438;724;909.67;551.67
1315;599;1347;720;[     107.21      54.157      237.52];129.86;8.12;1;10;0;8.12;94.28;B;(0, 255, 0);8;9;1331;659;909.67;551.67
734;377;782;470;[     100.74      37.814      235.87];137.13;13.07;1;11;0;13.07;94.28;B;(0, 255, 0);8;9;758;423;909.67;551.67
863;553;904;664;[     174.22      202.15      162.16];117.24;181.48;1;12;0;117.24;94.28;X;(0, 0, 255);8;9;883;608;883.0;608.0
1008;526;1052;631;[     101.11      42.592      233.18];132.18;8.27;1;13;0;8.27;94.28;B;(0, 255, 0);8;9;1030;578;909.67;551.67
1508;472;1538;576;[     110.48      42.091      226.37];127.11;9.42;1;14;0;9.42;94.28;B;(0, 255, 0);8;9;1523;524;909.67;551.67
1856;366;1886;458;[     84.126      56.951      120.73];63.16;113.26;1;15;0;63.16;94.28;A;(255, 0, 0);8;9;1871;412;1123.12;528.88
1420;370;1449;465;[     104.61      39.684       227.2];129.01;10.22;1;16;0;10.22;94.28;B;(0, 255, 0);8;9;1434;417;909.67;551.67
795;479;824;580;[     107.74      179.96      94.869];69.45;189.4;1;17;0;69.45;94.28;A;(255, 0, 0);8;9;809;529;1123.12;528.88
1045;512;1081;601;[     106.03      198.14      104.81];83.34;195.83;1;18;0;83.34;94.28;A;(255, 0, 0);8;9;1063;556;1123.12;528.88
1401;471;1445;571;[     97.974      91.912      106.49];31.11;132.49;1;19;0;31.11;94.28;A;(255, 0, 0);8;9;1423;521;1123.12;528.88
259;570;311;686;[     106.32      58.802       236.7];126.91;11.28;2;1;0;11.28;94.48;B;(0, 255, 0);8;9;285;628;909.0;551.67
105;444;165;546;[     67.649      59.291      128.94];68.0;110.1;2;3;0;68.0;94.48;A;(255, 0, 0);8;9;135;495;1124.62;528.5
1711;491;1751;602;[     104.62       87.56         136];31.92;103.07;2;4;0;31.92;94.48;A;(255, 0, 0);8;9;1731;546;1124.62;528.5
493;447;534;554;[     105.78      43.548      231.46];130.24;5.28;2;5;0;5.28;94.48;B;(0, 255, 0);8;9;513;500;909.0;551.67
842;469;896;557;[     98.098      35.286      240.49];142.43;18.19;2;6;0;18.19;94.48;B;(0, 255, 0);8;9;869;513;909.0;551.67
784;647;834;765;[     104.52      206.32       108.9];90.5;199.61;2;7;0;90.5;94.48;A;(255, 0, 0);8;9;809;706;1124.62;528.5
1139;415;1172;510;[     80.134      60.508      137.03];62.45;98.72;2;8;0;62.45;94.48;A;(255, 0, 0);8;9;1155;462;1124.62;528.5
420;664;461;783;[     109.85      56.691      228.13];120.56;9.28;2;9;0;9.28;94.48;B;(0, 255, 0);8;9;440;723;909.0;551.67
1314;598;1346;721;[     106.89      53.972      236.05];128.65;6.91;2;10;0;6.91;94.48;B;(0, 255, 0);8;9;1330;659;909.0;551.67
736;378;782;468;[     100.31      37.019      233.89];135.99;13.43;2;11;0;13.43;94.48;B;(0, 255, 0);8;9;759;423;909.0;551.67
863;553;904;664;[     174.32      201.84      161.96];117.01;181.33;2;12;0;117.01;94.48;X;(0, 0, 255);8;9;883;608;883.0;608.0
1008;525;1053;631;[     101.32      43.314      231.77];130.61;7.42;2;13;0;7.42;94.48;B;(0, 255, 0);8;9;1030;578;909.0;551.67
1506;472;1536;577;[     107.91      41.168      230.63];130.98;7.85;2;14;0;7.85;94.48;B;(0, 255, 0);8;9;1521;524;909.0;551.67
1855;366;1884;458;[     106.57      175.74      100.21];63.38;182.62;2;15;0;63.38;94.48;A;(255, 0, 0);8;9;1869;412;1124.62;528.5
1420;370;1449;465;[     104.33      39.367      226.66];128.76;10.78;2;16;0;10.78;94.48;B;(0, 255, 0);8;9;1434;417;909.0;551.67
794;479;823;580;[     82.663      63.777      119.42];57.29;115.51;2;17;0;57.29;94.48;A;(255, 0, 0);8;9;808;529;1124.62;528.5
1048;512;1085;603;[     107.05      202.76      108.23];87.19;197.23;2;18;0;87.19;94.48;A;(255, 0, 0);8;9;1066;557;1124.62;528.5
1403;471;1446;571;[     98.206      89.391      106.88];32.94;131.3;2;19;0;32.94;94.48;A;(255, 0, 0);8;9;1424;521;1124.62;528.5
260;566;313;686;[     106.65      58.093      236.38];126.97;10.5;3;1;0;10.5;91.99;B;(0, 255, 0);8;9;286;626;908.11;552.0
111;444;171;547;[     108.83      117.82      145.24];22.0;110.49;3;3;0;22.0;91.99;A;(255, 0, 0);8;9;141;495;1125.5;528.12
1705;490;1745;599;[     103.76      87.883      136.99];31.98;102.29;3;4;0;31.98;91.99;A;(255, 0, 0);8;9;1725;544;1125.5;528.12
491;446;532;553;[     105.79      43.466      228.33];127.72;6.22;3;5;0;6.22;91.99;B;(0, 255, 0);8;9;511;499;908.11;552.0
832;469;892;567;[     89.474      43.207      143.13];77.53;90.12;3;6;0;77.53;91.99;B;(0, 255, 0);8;9;862;518;908.11;552.0
788;644;839;765;[     103.67      201.34      109.38];85.5;195.41;3;7;0;85.5;91.99;A;(255, 0, 0);8;9;813;704;1125.5;528.12
1139;414;1173;509;[     83.505      63.896      138.06];58.41;97.35;3;8;0;58.41;91.99;A;(255, 0, 0);8;9;1156;461;1125.5;528.12
422;664;462;783;[     110.18      56.561      229.21];121.58;8.97;3;9;0;8.97;91.99;B;(0, 255, 0);8;9;442;723;908.11;552.0
1312;597;1345;722;[     107.25      53.696      233.22];126.34;5.28;3;10;0;5.28;91.99;B;(0, 255, 0);8;9;1328;659;908.11;552.0
739;382;783;467;[     100.32      35.853      233.45];136.33;14.4;3;11;0;14.4;91.99;B;(0, 255, 0);8;9;761;424;908.11;552.0
863;553;905;664;[     174.26       201.2      162.67];116.75;180.5;3;12;0;116.75;91.99;X;(0, 0, 255);8;9;884;608;884.0;608.0
1009;524;1053;631;[     101.38      43.019      233.38];132.11;7.83;3;13;0;7.83;91.99;B;(0, 255, 0);8;9;1031;577;908.11;552.0
1503;472;1533;578;[     113.94      45.457       225.7];124.86;10.15;3;14;0;10.15;91.99;B;(0, 255, 0);8;9;1518;525;908.11;552.0
1853;366;1882;457;[     80.736      53.151      121.02];67.82;113.48;3;15;0;67.82;91.99;A;(255, 0, 0);8;9;1867;411;1125.5;528.12
1420;369;1449;465;[     105.11      39.546      227.11];129.02;10.31;3;16;0;10.31;91.99;B;(0, 255, 0);8;9;1434;417;908.11;552.0
793;479;822;580;[     107.84      179.14      96.304];68.11;187.79;3;17;0;68.11;91.99;A;(255, 0, 0);8;9;807;529;1125.5;528.12
1051;515;1089;607;[     107.96      203.55      110.55];87.62;196.41;3;18;0;87.62;91.99;A;(255, 0, 0);8;9;1070;561;1125.5;528.12
1404;470;1447;571;[     89.565      74.204      115.47];45.79;119.94;3;19;0;45.79;91.99;A;(255, 0, 0);8;9;1425;520;1125.5;528.12
263;565;317;685;[     106.17      58.525       235.6];126.06;10.56;4;1;0;10.56;90.29;B;(0, 255, 0);8;9;290;625;907.33;552.67
118;445;177;548;[     107.27      114.78      144.25];20.79;109.39;4;3;0;20.79;90.29;A;(255, 0, 0);8;9;147;496;1126.88;528.25
1701;490;1740;600;[     103.24      85.951      139.18];34.65;99.55;4;4;0;34.65;90.29;A;(255, 0, 0);8;9;1720;545;1126.88;528.25
488;446;529;554;[     105.53      43.994      227.96];127.11;6.01;4;5;0;6.01;90.29;B;(0, 255, 0);8;9;508;500;907.33;552.67
823;471;886;573;[       96.7      35.649      239.02];141.07;17.94;4;6;0;17.94;90.29;B;(0, 255, 0);8;9;854;522;907.33;552.67
793;643;844;763;[     103.03      200.98      106.99];85.59;196.65;4;7;0;85.59;90.29;A;(255, 0, 0);8;9;818;703;1126.88;528.25
1140;414;1173;509;[     84.061      65.591      138.69];56.85;96.89;4;8;0;56.85;90.29;A;(255, 0, 0);8;9;1156;461;1126.88;528.25
422;665;463;784;[     109.81      56.412      230.16];122.46;8.48;4;9;0;8.48;90.29;B;(0, 255, 0);8;9;442;724;907.33;552.67
1311;597;1344;722;[     106.73      54.279      232.36];125.29;5.56;4;10;0;5.56;90.29;B;(0, 255, 0);8;9;1327;659;907.33;552.67
742;382;785;467;[     99.031      35.526      230.85];134.48;15.15;4;11;0;15.15;90.29;B;(0, 255, 0);8;9;763;424;907.33;552.67
864;553;905;664;[      174.4       200.8      163.02];116.66;180.08;4;12;0;116.66;90.29;X;(0, 0, 255);8;9;884;608;884.0;608.0
1010;524;1054;631;[      101.3      44.315      231.55];129.86;6.72;4;13;0;6.72;90.29;B;(0, 255, 0);8;9;1032;577;907.33;552.67
1501;474;1531;579;[     112.46       46.07      226.73];125.23;8.24;4;14;0;8.24;90.29;B;(0, 255, 0);8;9;1516;526;907.33;552.67
1850;365;1880;457;[     107.18      185.83      102.37];72.17;188.29;4;15;0;72.17;90.29;A;(255, 0, 0);8;9;1865;411;1126.88;528.25
1420;369;1449;465;[     104.37      39.323       227.7];129.62;10.39;4;16;0;10.39;90.29;B;(0, 255, 0);8;9;1434;417;907.33;552.67
795;478;823;579;[     107.29      181.51      95.683];70.49;189.89;4;17;0;70.49;90.29;A;(255, 0, 0);8;9;809;528;1126.88;528.25
1054;516;1094;609;[     107.37      201.36      109.28];85.64;195.47;4;18;0;85.64;90.29;A;(255, 0, 0);8;9;1074;562;1126.88;528.25
1405;470;1448;570;[     88.223      72.779      114.84];47.65;120.46;4;19;0;47.65;90.29;A;(255, 0, 0);8;9;1426;520;1126.88;528.25
267;564;321;684;[     106.32      58.466      235.21];125.75;10.35;5;1;0;10.35;90.68;B;(0, 255, 0);8;9;294;624;907.78;553.56
129;446;186;548;[     107.38      106.06      142.36];21.84;105.94;5;3;0;21.84;90.68;A;(255, 0, 0);8;9;157;497;1129.12;528.38
1695;491;1735;601;[     103.97      84.355      144.04];38.39;94.44;5;4;0;38.39;90.68;A;(255, 0, 0);8;9;1715;546;1129.12;528.38
487;446;527;554;[     105.13      44.442      227.75];126.67;5.86;5;5;0;5.86;90.68;B;(0, 255, 0);8;9;507;500;907.78;553.56
820;474;885;579;[     98.398      35.891      226.98];131.22;15.8;5;6;0;15.8;90.68;B;(0, 255, 0);8;9;852;526;907.78;553.56
801;642;852;761;[     102.78      201.44      107.13];86.01;196.92;5;7;0;86.01;90.68;A;(255, 0, 0);8;9;826;701;1129.12;528.38
1142;414;1175;509;[     81.549      65.699      141.75];58.49;94.62;5;8;0;58.49;90.68;A;(255, 0, 0);8;9;1158;461;1129.12;528.38
424;665;465;785;[      109.8      56.037      228.36];121.09;8.62;5;9;0;8.62;90.68;B;(0, 255, 0);8;9;444;725;907.78;553.56
1310;596;1343;722;[     105.83      54.302      224.53];118.56;8.88;5;10;0;8.88;90.68;B;(0, 255, 0);8;9;1326;659;907.78;553.56
745;383;787;467;[     103.45      31.351      241.51];145.46;20.32;5;11;0;20.32;90.68;B;(0, 255, 0);8;9;766;425;907.78;553.56
865;553;907;666;[     174.38      201.28      163.53];117.16;180.29;5;12;0;117.16;90.68;X;(0, 0, 255);8;9;886;609;886.0;609.0
1011;525;1055;632;[     100.16      44.977      229.51];127.83;7.5;5;13;0;7.5;90.68;B;(0, 255, 0);8;9;1033;578;907.78;553.56
1498;475;1529;581;[     112.52      46.452      224.93];123.55;9.34;5;14;0;9.34;90.68;B;(0, 255, 0);8;9;1513;528;907.78;553.56
1847;364;1878;458;[     106.25      188.77      101.64];75.15;190.93;5;15;0;75.15;90.68;A;(255, 0, 0);8;9;1862;411;1129.12;528.38
1421;369;1450;466;[     104.25      39.153       227.4];129.48;10.68;5;16;0;10.68;90.68;B;(0, 255, 0);8;9;1435;417;907.78;553.56
795;478;823;579;[     87.604      69.401      121.84];50.2;113.13;5;17;0;50.2;90.68;A;(255, 0, 0);8;9;809;528;1129.12;528.38
1058;516;1098;610;[     107.39      200.05      107.62];84.66;195.5;5;18;0;84.66;90.68;A;(255, 0, 0);8;9;1078;563;1129.12;528.38
1407;471;1449;570;[     103.82      181.92       80.18];78.25;201.55;5;19;0;78.25;90.68;A;(255, 0, 0);8;9;1428;520;1129.12;528.38
271;564;325;682;[     107.05      58.191      235.63];126.27;10.29;6;1;0;10.29;102.14;B;(0, 255, 0);8;9;298;623;908.44;554.33
144;446;195;538;[     72.372      69.589      111.86];57.88;126.08;6;3;0;57.88;102.14;A;(255, 0, 0);8;9;169;492;1131.38;528.38
1690;492;1730;604;[     102.96      81.875      146.04];41.54;91.7;6;4;0;41.54;102.14;A;(255, 0, 0);8;9;1710;548;1131.38;528.38
486;447;526;554;[      105.1      41.082      225.72];126.99;9.72;6;5;0;9.72;102.14;B;(0, 255, 0);8;9;506;500;908.44;554.33
818;479;884;585;[      82.47      47.004       133.7];73.71;100.68;6;6;0;73.71;102.14;B;(0, 255, 0);8;9;851;532;908.44;554.33
810;641;861;759;[     103.95      199.01      109.22];83.24;193.7;6;7;0;83.24;102.14;A;(255, 0, 0);8;9;835;700;1131.38;528.38
1143;414;1176;509;[     107.67      216.69      130.42];99.89;195.97;6;8;0;99.89;102.14;A;(255, 0, 0);8;9;1159;461;1131.38;528.38
425;665;466;785;[     110.23      55.795      229.91];122.57;8.18;6;9;0;8.18;102.14;B;(0, 255, 0);8;9;445;725;908.44;554.33
1309;596;1342;721;[     106.62      53.968      224.71];118.9;8.53;6;10;0;8.53;102.14;B;(0, 255, 0);8;9;1325;658;908.44;554.33
749;383;790;467;[     98.378      33.533      240.19];143.19;19.28;6;11;0;19.28;102.14;B;(0, 255, 0);8;9;769;425;908.44;554.33
867;554;909;666;[      174.1      199.04      161.96];114.87;178.89;6;12;0;114.87;102.14;X;(0, 0, 255);8;9;888;610;888.0;610.0
1013;525;1058;633;[     101.13      44.774      227.27];126.08;7.8;6;13;0;7.8;102.14;B;(0, 255, 0);8;9;1035;579;908.44;554.33
1495;478;1527;583;[     110.11      44.821      225.81];125.04;7.91;6;14;0;7.91;102.14;B;(0, 255, 0);8;9;1511;530;908.44;554.33
1844;365;1875;458;[     107.54      186.45      106.59];71.65;185.88;6;15;0;71.65;102.14;A;(255, 0, 0);8;9;1859;411;1131.38;528.38
1422;369;1451;465;[     105.07      38.762      227.01];129.42;11.06;6;16;0;11.06;102.14;B;(0, 255, 0);8;9;1436;417;908.44;554.33
797;479;826;579;[     84.309      55.244      124.28];64.65;109.63;6;17;0;64.65;102.14;A;(255, 0, 0);8;9;811;529;1131.38;528.38
1059;520;1099;612;[     107.13      192.73      104.49];78.21;191.95;6;18;0;78.21;102.14;A;(255, 0, 0);8;9;1079;566;1131.38;528.38
1409;471;1450;569;[     87.634      73.472      112.74];47.64;122.72;6;19;0;47.64;102.14;A;(255, 0, 0);8;9;1429;520;1131.38;528.38
276;565;330;681;[      106.1      57.237      232.79];124.2;8.54;7;1;0;8.54;92.21;B;(0, 255, 0);8;9;303;623;909.78;554.56
152;447;204;542;[     58.921      55.322      112.56];76.81;128.19;7;3;0;76.81;92.21;A;(255, 0, 0);8;9;178;494;1133.38;528.62
1688;494;1726;605;[      104.9      80.664      144.56];41.87;92.6;7;4;0;41.87;92.21;A;(255, 0, 0);8;9;1707;549;1133.38;528.62
486;448;525;554;[     105.41       42.99      220.45];121.64;12.51;7;5;0;12.51;92.21;B;(0, 255, 0);8;9;505;501;909.78;554.56
819;483;884;589;[     100.89      35.991      231.03];134.3;13.92;7;6;0;13.92;92.21;B;(0, 255, 0);8;9;851;536;909.78;554.56
819;640;869;756;[     104.82      203.87      109.11];88.06;197.55;7;7;0;88.06;92.21;A;(255, 0, 0);8;9;844;698;1133.38;528.62
1145;415;1177;508;[     81.838      58.595       148.5];66.89;87.07;7;8;0;66.89;92.21;A;(255, 0, 0);8;9;1161;461;1133.38;528.62
426;666;467;785;[     110.01       55.46      228.13];121.2;8.33;7;9;0;8.33;92.21;B;(0, 255, 0);8;9;446;725;909.78;554.56
1307;596;1341;721;[     107.08      54.384       228.9];122.27;6.21;7;10;0;6.21;92.21;B;(0, 255, 0);8;9;1324;658;909.78;554.56
751;376;796;467;[     101.29        35.6      237.79];139.97;15.46;7;11;0;15.46;92.21;B;(0, 255, 0);8;9;773;421;909.78;554.56
868;554;910;667;[     174.51      199.64      162.58];115.76;179.32;7;12;0;115.76;92.21;X;(0, 0, 255);8;9;889;610;889.0;610.0
1017;525;1061;633;[     100.73      45.706      227.78];125.98;7.37;7;13;0;7.37;92.21;B;(0, 255, 0);8;9;1039;579;909.78;554.56
1494;479;1527;584;[     109.78      45.329      225.71];124.65;7.59;7;14;0;7.59;92.21;B;(0, 255, 0);8;9;1510;531;909.78;554.56
1842;365;1874;458;[     108.08         199      109.11];83.4;193.75;7;15;0;83.4;92.21;A;(255, 0, 0);8;9;1858;411;1133.38;528.62
1423;369;1452;465;[     104.16      38.885      227.04];129.36;11.08;7;16;0;11.08;92.21;B;(0, 255, 0);8;9;1437;417;909.78;554.56
796;479;824;578;[     90.992      62.606      121.38];55.89;112.02;7;17;0;55.89;92.21;A;(255, 0, 0);8;9;810;528;1133.38;528.62
1059;522;1100;613;[     107.81      183.63       104.2];69.57;185.43;7;18;0;69.57;92.21;A;(255, 0, 0);8;9;1079;567;1133.38;528.62
1410;473;1451;570;[      104.3      180.02       82.58];75.35;198.49;7;19;0;75.35;92.21;A;(255, 0, 0);8;9;1430;521;1133.38;528.62
281;565;335;680;[     106.39      57.985      233.52];124.49;9.41;8;1;0;9.41;90.68;B;(0, 255, 0);8;9;308;622;911.89;554.89
163;447;215;542;[     53.371      59.397      120.43];76.26;123.49;8;3;0;76.26;90.68;A;(255, 0, 0);8;9;189;494;1135.62;528.75
1684;496;1722;606;[     103.49      75.262      141.59];45.38;93.76;8;4;0;45.38;90.68;A;(255, 0, 0);8;9;1703;551;1135.62;528.75
487;449;525;554;[     105.03      40.758      224.82];126.47;10.53;8;5;0;10.53;90.68;B;(0, 255, 0);8;9;506;501;911.89;554.89
818;486;881;591;[     102.91      35.447      229.63];133.5;13.9;8;6;0;13.9;90.68;B;(0, 255, 0);8;9;849;538;911.89;554.89
828;641;878;753;[     106.14      202.17      110.59];86.18;195.29;8;7;0;86.18;90.68;A;(255, 0, 0);8;9;853;697;1135.62;528.75
1146;414;1178;507;[     85.219      56.432      147.99];67.64;86.46;8;8;0;67.64;90.68;A;(255, 0, 0);8;9;1162;460;1135.62;528.75
428;666;469;784;[     110.06      55.415      228.87];121.85;8.04;8;9;0;8.04;90.68;B;(0, 255, 0);8;9;448;725;911.89;554.89
1306;596;1341;722;[      107.4      55.014      227.79];121.01;7.31;8;10;0;7.31;90.68;B;(0, 255, 0);8;9;1323;659;911.89;554.89
757;374;801;466;[     82.048      42.947      133.78];77.7;100.85;8;11;0;77.7;90.68;B;(0, 255, 0);8;9;779;420;911.89;554.89
869;555;911;668;[     174.42      200.71      161.81];116.21;180.48;8;12;0;116.21;90.68;X;(0, 0, 255);8;9;890;611;890.0;611.0
1022;526;1066;634;[     101.85      47.107      226.98];124.51;6.56;8;13;0;6.56;90.68;B;(0, 255, 0);8;9;1044;580;911.89;554.89
1494;480;1528;584;[     112.05      44.615      225.91];125.37;9.04;8;14;0;9.04;90.68;B;(0, 255, 0);8;9;1511;532;911.89;554.89
1842;366;1875;458;[     107.99      195.91      107.42];80.69;192.45;8;15;0;80.69;90.68;A;(255, 0, 0);8;9;1858;412;1135.62;528.75
1425;369;1454;465;[     103.86      38.332      227.82];130.31;11.36;8;16;0;11.36;90.68;B;(0, 255, 0);8;9;1439;417;911.89;554.89
793;478;822;579;[     91.025       66.56      117.96];52.32;115.93;8;17;0;52.32;90.68;A;(255, 0, 0);8;9;807;528;1135.62;528.75
1060;519;1102;612;[     107.99      181.02      101.23];68.03;185.61;8;18;0;68.03;90.68;A;(255, 0, 0);8;9;1081;565;1135.62;528.75
1412;475;1453;572;[     85.852      75.422      110.03];47.23;126.01;8;19;0;47.23;90.68;A;(255, 0, 0);8;9;1432;523;1135.62;528.75
284;568;339;681;[     106.41      58.197      234.46];125.21;9.85;9;1;0;9.85;94.3;B;(0, 255, 0);8;9;311;624;913.78;555.33
176;448;228;542;[     68.459      60.706      114.12];66.92;123.89;9;3;0;66.92;94.3;A;(255, 0, 0);8;9;202;495;1137.88;529.5
1678;497;1717;606;[     104.17      181.08      91.888];71.6;192.33;9;4;0;71.6;94.3;A;(255, 0, 0);8;9;1697;551;1137.88;529.5
488;451;526;554;[     104.01      40.741       232.2];132.42;8.41;9;5;0;8.41;94.3;B;(0, 255, 0);8;9;507;502;913.78;555.33
816;490;876;592;[     104.27      36.089         231];134.2;12.88;9;6;0;12.88;94.3;B;(0, 255, 0);8;9;846;541;913.78;555.33
836;642;885;751;[     105.19      206.15      110.03];90.17;198.78;9;7;0;90.17;94.3;A;(255, 0, 0);8;9;860;696;1137.88;529.5
1148;414;1180;507;[     88.627      58.846      145.93];63.9;87.94;9;8;0;63.9;94.3;A;(255, 0, 0);8;9;1164;460;1137.88;529.5
431;665;472;783;[     109.81      55.792      230.04];122.66;7.95;9;9;0;7.95;94.3;B;(0, 255, 0);8;9;451;724;913.78;555.33
1306;597;1342;722;[     107.61       55.55      230.74];123.28;6.92;9;10;0;6.92;94.3;B;(0, 255, 0);8;9;1324;659;913.78;555.33
763;372;807;466;[     105.07      42.915      229.39];128.88;6.37;9;11;0;6.37;94.3;B;(0, 255, 0);8;9;785;419;913.78;555.33
872;555;913;667;[     174.49      202.13      163.16];117.72;181.18;9;12;0;117.72;94.3;X;(0, 0, 255);8;9;892;611;892.0;611.0
1026;526;1069;634;[      102.2      46.797       225.9];123.79;7.22;9;13;0;7.22;94.3;B;(0, 255, 0);8;9;1047;580;913.78;555.33
1494;480;1529;585;[     111.47      45.729      228.22];126.58;6.84;9;14;0;6.84;94.3;B;(0, 255, 0);8;9;1511;532;913.78;555.33
1843;366;1877;458;[     108.14      196.71      107.18];81.52;193.22;9;15;0;81.52;94.3;A;(255, 0, 0);8;9;1860;412;1137.88;529.5
1428;369;1456;465;[     104.55      39.063      227.75];129.82;10.58;9;16;0;10.58;94.3;B;(0, 255, 0);8;9;1442;417;913.78;555.33
792;489;819;578;[     104.13      76.651      124.45];40.46;110.63;9;17;0;40.46;94.3;A;(255, 0, 0);8;9;805;533;1137.88;529.5
1060;516;1105;611;[     93.748      74.786      114.13];44.45;120.86;9;18;0;44.45;94.3;A;(255, 0, 0);8;9;1082;563;1137.88;529.5
1413;478;1453;574;[     82.405      73.006      112.76];49.99;123.51;9;19;0;49.99;94.3;A;(255, 0, 0);8;9;1433;526;1137.88;529.5
288;569;343;681;[     105.91      58.053      236.73];127.28;10.64;10;1;0;10.64;93.78;B;(0, 255, 0);8;9;315;625;916.44;555.78
189;450;241;540;[     71.961      58.086      113.04];67.62;123.68;10;3;0;67.62;93.78;A;(255, 0, 0);8;9;215;495;1142.0;530.38
1676;498;1714;605;[     105.21      186.12      97.205];74.08;192.07;10;4;0;74.08;93.78;A;(255, 0, 0);8;9;1695;551;1142.0;530.38
491;453;529;554;[     102.27      37.349      235.54];137.11;12.8;10;5;0;12.8;93.78;B;(0, 255, 0);8;9;510;503;916.44;555.78
816;493;872;592;[     85.947      45.175      133.49];74.55;100.16;10;6;0;74.55;93.78;B;(0, 255, 0);8;9;844;542;916.44;555.78
844;642;894;752;[     105.61      205.51      108.03];89.88;199.51;10;7;0;89.88;93.78;A;(255, 0, 0);8;9;869;697;1142.0;530.38
1151;413;1183;506;[      87.37      60.125      150.93];64.95;83.53;10;8;0;64.95;93.78;A;(255, 0, 0);8;9;1167;459;1142.0;530.38
434;665;476;783;[     109.83      55.997      230.18];122.68;8.12;10;9;0;8.12;93.78;B;(0, 255, 0);8;9;455;724;916.44;555.78
1308;597;1344;722;[     107.75      55.759      229.88];122.44;7.29;10;10;0;7.29;93.78;B;(0, 255, 0);8;9;1326;659;916.44;555.78
768;372;811;467;[     104.73      45.658      224.59];123.37;7.75;10;11;0;7.75;93.78;B;(0, 255, 0);8;9;789;419;916.44;555.78
